NEGATED	ALTERNATIVE	RELATION	MEANRATING	SPLIT
broccoli	operations	unrelated	1.1	train
deer	code	unrelated	1.2	train
goldfish	hours	unrelated	1.1	test
goat	choice	unrelated	1.1	train
poplar	article	unrelated	1.2	test
freezer	mat	visual	1.5	train
cat	cougar	visual	3.8	test
coat	topcoat	hyponym	4.7	train
trumpet	games	unrelated	1.2	test
corn	bread	visual	3.0	test
lemon	nip	hypernym	1.2	train
truck	vehicle	hypernym	4.7	dev
falcon	harrier	cohyponym	5.0	train
deer	order	unrelated	1.5	train
wasp	night	unrelated	1.1	test
alligator	glass	unrelated	1.2	test
sparrow	material	unrelated	1.2	train
wasp	moths	distributional	4.6	test
falcon	salamander	visual	2.2	train
crow	bay	cohyponym	1.1	dev
goose	chicken	free_association	4.6	test
corn	soybeans	distributional	4.2	test
bottle	cask	cohyponym	4.4	test
dagger	swords	distributional	4.6	test
cypress	presentation	unrelated	1.0	test
cat	babu	cohyponym	1.5	test
alligator	reptile	free_association	4.1	test
lizard	magazine	unrelated	1.0	test
lemon	pain	unrelated	1.1	train
jacket	places	unrelated	1.1	train
dress	car	unrelated	1.2	dev
truck	feature	unrelated	1.5	dev
crow	gain	functional	1.3	dev
crow	owl	distributional	4.5	dev
ferry	lift	functional	1.9	train
radio	stereo	free_association	4.4	train
swan	pages	unrelated	1.1	train
lemon	cherry	visual	4.5	train
library	aid	unrelated	1.1	test
falcon	goshawk	cohyponym	4.6	train
ferry	p	unrelated	1.0	train
truck	matters	unrelated	1.3	dev
flute	harmonica	visual	4.1	test
radio	health	unrelated	1.2	train
frog	son	unrelated	1.3	dev
potato	advice	unrelated	1.0	test
television	boring	free_association	1.2	test
shirt	blouse	free_association	4.3	test
oven	pan	functional	3.9	train
oven	appearance	unrelated	1.0	train
cat	itch	functional	1.4	test
potato	beetroot	cohyponym	4.2	test
potato	college	unrelated	1.1	test
bus	routes	distributional	2.4	train
oven	vegetable	functional	1.6	train
lemon	files	unrelated	1.2	train
yacht	levels	unrelated	1.3	train
trout	use	unrelated	1.2	test
sparrow	cuckoo	distributional	4.4	train
oven	frypan	functional	4.4	train
flute	whistle	visual	4.2	test
bus	responsibility	unrelated	1.2	train
potato	vegetables	free_association	4.1	test
cat	marriage	functional	1.6	test
cat	bull	cohyponym	3.4	test
yacht	club	free_association	1.6	train
dagger	volume	unrelated	1.1	test
wasp	hornet	free_association	4.6	test
truck	letter	unrelated	1.2	dev
falcon	raven	distributional	4.3	train
coat	cutaway	hyponym	1.6	train
falcon	university	unrelated	1.0	train
wasp	background	unrelated	1.3	test
dress	set	unrelated	1.4	dev
sieve	skills	unrelated	1.1	dev
alligator	leather	hypernym	1.0	test
goat	mountain	free_association	1.3	train
crow	sulphur	functional	1.2	dev
hawk	church	unrelated	1.1	dev
crow	sparrow	distributional	4.9	dev
lizard	gecko	hyponym	4.9	test
scooter	bicycle	cohyponym	4.4	test
castle	beatboxing	functional	1.1	dev
corn	coconut	functional	4.0	test
coat	lacquer	hyponym	1.2	train
crow	bunting	distributional	1.3	dev
swan	waterbird	cohyponym	4.3	train
bag	skin	hyponym	1.0	test
hornet	voice	unrelated	1.6	train
wasp	white	hypernym	1.0	test
dress	cloak	visual	4.0	dev
deer	boar	distributional	4.0	train
sieve	saucepan	distributional	3.8	dev
sparrow	hawk	free_association	4.2	train
oven	cancer	unrelated	1.5	train
coat	vest	functional	4.1	train
toaster	campus	unrelated	1.3	train
jacket	blazer	hyponym	4.3	train
toaster	subway	visual	1.1	train
lemon	lime	cohyponym	4.7	train
bottle	impact	unrelated	1.1	test
crow	nutcracker	cohyponym	1.8	dev
castle	art	unrelated	1.5	dev
bottle	mug	visual	4.5	test
dagger	pencil	visual	1.6	test
poplar	larch	distributional	4.6	test
cat	leopard	hyponym	4.0	test
scooter	nhs	unrelated	1.0	test
trumpet	employment	unrelated	1.1	test
swan	robin	visual	4.5	train
chair	bench	free_association	4.7	train
garlic	chilli	distributional	4.2	train
castle	society	unrelated	1.8	dev
beaver	season	unrelated	1.2	train
coat	jacket	hyponym	5.0	train
radio	station	free_association	2.6	train
jacket	overcoat	cohyponym	4.8	train
toaster	clients	unrelated	1.4	train
truck	armour	visual	1.2	dev
hawk	falcon	hyponym	4.8	dev
bag	cannister	cohyponym	3.3	test
dress	suit	functional	4.4	dev
mug	barrow	cohyponym	1.6	train
swan	officer	unrelated	1.3	train
goat	page	unrelated	1.0	train
falcon	vulture	distributional	4.4	train
crow	manager	unrelated	1.1	dev
dress	gown	hyponym	4.6	dev
freezer	location	unrelated	1.6	train
goldfish	bank	unrelated	1.2	test
shirt	pajamas	visual	4.3	test
wasp	management	unrelated	1.0	test
hornet	selection	unrelated	1.3	train
chair	post	hypernym	1.7	train
scooter	moped	distributional	4.6	test
wasp	bee	free_association	5.0	test
cranberry	redcurrant	distributional	4.7	test
yacht	watercraft	hypernym	4.0	train
mug	campaign	unrelated	1.0	train
hawk	bird	hypernym	4.7	dev
giraffe	basis	unrelated	1.1	train
hawk	breadboard	cohyponym	1.2	dev
deer	birth	unrelated	1.4	train
truck	motorcycle	functional	3.9	dev
beaver	problem	unrelated	1.2	train
goose	neck	free_association	1.3	test
shirt	jackets	distributional	4.6	test
dress	oil	unrelated	1.2	dev
corn	west	unrelated	1.2	test
bottle	cucumber	visual	1.4	test
giraffe	zoo	free_association	4.8	train
yacht	sailboat	visual	4.7	train
library	end	unrelated	1.1	test
dagger	knowledge	functional	1.2	test
deer	horn	functional	1.6	train
bag	haversack	hyponym	4.5	test
mug	beverage	functional	3.5	train
potato	grape	visual	4.1	test
lizard	gigolo	hypernym	1.4	test
bus	plant	unrelated	1.4	train
bag	brown	free_association	1.3	test
hornet	instance	unrelated	1.2	train
beaver	beard	hypernym	1.2	train
radio	broadcast	distributional	3.4	train
wasp	fundamentalist	cohyponym	1.2	test
flute	wood	hypernym	1.9	test
dress	goddess	functional	1.1	dev
beaver	scarf	visual	1.6	train
chair	berth	hypernym	1.7	train
bottle	cage	visual	1.4	test
goat	bull	visual	4.5	train
goose	finch	visual	4.0	test
castle	fieldwork	cohyponym	1.1	dev
dagger	trip	unrelated	1.2	test
cat	swell	cohyponym	1.0	test
alligator	chamois	cohyponym	1.8	test
beaver	kind	unrelated	1.3	train
frog	interview	unrelated	1.0	dev
library	respect	unrelated	1.7	test
radio	harp	functional	1.9	train
swan	list	unrelated	1.1	train
toaster	programme	unrelated	1.5	train
dagger	bodkin	hyponym	3.3	test
swan	weir	distributional	1.3	train
lizard	chameleon	hyponym	4.7	test
castle	scarp	cohyponym	1.6	dev
bus	shuttle	cohyponym	4.3	train
chair	situation	hypernym	1.1	train
coat	cape	visual	4.5	train
ferry	reasons	unrelated	1.3	train
beaver	animal	free_association	4.4	train
giraffe	horse	visual	4.3	train
dagger	harmonica	visual	1.6	test
mug	saloon	functional	1.8	train
bag	home	hyponym	1.5	test
scooter	buggy	visual	4.1	test
flute	clarinet	free_association	4.6	test
bag	luggage	hypernym	4.0	test
scooter	bike	cohyponym	4.5	test
beaver	areas	unrelated	1.6	train
potato	pancakes	free_association	4.1	test
bag	rucksack	hyponym	4.8	test
bag	carryall	hyponym	4.1	test
oven	boil	functional	1.4	train
cypress	wood	hypernym	4.6	test
cranberry	soda	functional	1.8	test
dress	daughter	functional	1.2	dev
scooter	cycle	cohyponym	4.5	test
dagger	machete	cohyponym	4.4	test
hornet	spider	visual	3.7	train
deer	program	unrelated	1.1	train
toaster	champion	hypernym	1.1	train
deer	goat	visual	4.3	train
beaver	squirrel	visual	4.4	train
hawk	seagull	visual	4.2	dev
crow	gleam	functional	1.5	dev
radio	link	cohyponym	1.6	train
castle	manor	cohyponym	4.6	dev
bus	station	free_association	3.3	train
bottle	reports	unrelated	1.2	test
scooter	vehicle	hypernym	4.3	test
lizard	time	unrelated	1.6	test
truck	toy	hypernym	2.0	dev
shirt	pants	free_association	4.4	test
trout	salmon	cohyponym	4.9	test
trumpet	trombone	free_association	4.8	test
garlic	breath	free_association	1.3	train
goldfish	rabbit	visual	3.8	test
dagger	knife	hypernym	4.2	test
lemon	grape	visual	4.1	train
mug	kidney	functional	1.3	train
library	statement	unrelated	1.1	test
mug	scene	unrelated	1.4	train
beaver	fox	cohyponym	4.4	train
cat	beau	cohyponym	1.5	test
broccoli	vegetable	free_association	4.5	train
alligator	engineering	unrelated	1.1	test
ferry	pathetic	functional	1.5	train
goose	industry	unrelated	1.0	test
bottle	caterpillar	visual	1.4	test
dress	saree	hyponym	4.6	dev
truck	taxi	functional	4.4	dev
lizard	skin	free_association	1.6	test
giraffe	pronghorn	cohyponym	2.1	train
lizard	lips	free_association	1.4	test
wasp	spider	distributional	4.3	test
ferry	court	unrelated	1.3	train
library	archive	distributional	4.6	test
oven	cooker	distributional	4.8	train
coat	pajamas	visual	3.9	train
cranberry	cherry	visual	4.5	test
wasp	snail	visual	4.4	test
goat	mug	cohyponym	1.6	train
lizard	km	unrelated	1.1	test
yacht	result	unrelated	1.1	train
dagger	weapon	free_association	4.5	test
lizard	nothing	unrelated	1.2	test
bag	father	unrelated	1.5	test
giraffe	success	unrelated	1.0	train
ferry	longboat	cohyponym	4.6	train
sieve	love	unrelated	1.0	dev
hawk	vulture	cohyponym	4.3	dev
corn	crown	visual	1.0	test
goldfish	resource	unrelated	1.3	test
giraffe	hippopotamus	distributional	4.4	train
sieve	steps	unrelated	1.0	dev
broccoli	theme	unrelated	1.2	train
deer	buffalo	visual	4.1	train
broccoli	olive	visual	4.1	train
bag	ragbag	hyponym	3.7	test
jacket	robe	visual	4.3	train
dagger	blade	free_association	4.2	test
flute	channel	hypernym	1.2	test
trumpet	opening	unrelated	1.3	test
giraffe	trees	free_association	1.7	train
sieve	budget	unrelated	1.1	dev
chair	failure	unrelated	1.1	train
oven	skillet	functional	3.9	train
hawk	style	unrelated	1.2	dev
beaver	contact	unrelated	1.1	train
flute	level	visual	1.0	test
toaster	enthusiast	cohyponym	1.2	train
cat	back	functional	1.0	test
potato	extent	unrelated	1.2	test
trout	panfish	cohyponym	4.3	test
chair	limousine	visual	1.3	train
beaver	rodent	hypernym	4.3	train
hornet	green	free_association	1.1	train
alligator	green	free_association	1.4	test
oven	grill	distributional	4.6	train
potato	frypan	functional	2.1	test
hornet	insect	hypernym	4.5	train
bottle	attempt	unrelated	1.0	test
garlic	faith	unrelated	1.2	train
trumpet	tambourine	functional	4.3	test
swan	crane	distributional	4.5	train
library	study	unrelated	4.4	test
coat	bubble	cohyponym	1.6	train
trout	mackerel	distributional	4.7	test
bus	individuals	unrelated	2.0	train
shirt	jeans	visual	4.5	test
mug	tumbler	distributional	4.5	train
dagger	star	cohyponym	1.6	test
radio	drumset	functional	3.5	train
cypress	focus	unrelated	1.2	test
trumpet	mandolin	functional	4.3	test
deer	cards	unrelated	1.0	train
shirt	skirt	free_association	4.4	test
trout	eel	cohyponym	4.5	test
goose	victory	unrelated	1.5	test
truck	world	unrelated	1.1	dev
toaster	functionalist	cohyponym	1.1	train
flute	groove	hypernym	1.5	test
coat	skirt	distributional	4.3	train
giraffe	leopards	distributional	4.2	train
bottle	mouse	visual	1.0	test
toaster	booster	hypernym	1.3	train
alligator	buckskin	cohyponym	1.5	test
dress	tie	visual	3.9	dev
television	radio	free_association	4.6	test
dress	outfit	hyponym	4.3	dev
scooter	tricycle	visual	4.3	test
ferry	gondola	cohyponym	4.1	train
lizard	benefit	unrelated	1.5	test
coat	gilding	hyponym	1.0	train
trumpet	bassoon	functional	4.1	test
deer	elephants	distributional	4.2	train
corn	wheat	cohyponym	4.3	test
beaver	chinchilla	cohyponym	4.4	train
trumpet	woodwind	functional	4.1	test
cat	otter	visual	4.1	test
truck	wagon	distributional	4.4	dev
ferry	fancy	functional	1.0	train
trumpet	jazz	free_association	3.6	test
goldfish	reference	unrelated	1.0	test
broccoli	types	unrelated	1.0	train
flute	track	cohyponym	1.4	test
coat	paint	hyponym	1.0	train
mug	armful	cohyponym	1.1	train
goose	mother	free_association	1.5	test
dress	sundress	hyponym	4.4	dev
freezer	cause	unrelated	1.2	train
potato	apple	visual	4.2	test
goldfish	carrot	visual	1.2	test
shirt	vinyl	functional	1.0	test
library	age	unrelated	1.1	test
bus	car	hypernym	4.4	train
giraffe	concern	unrelated	1.5	train
broccoli	bush	free_association	2.0	train
jacket	cloak	functional	4.6	train
radio	consultation	unrelated	1.3	train
dress	horsehair	functional	1.4	dev
bag	hose	visual	1.6	test
corn	comment	unrelated	1.3	test
corn	snake	hypernym	1.7	test
library	science	free_association	1.3	test
jacket	swallowtail	hyponym	1.3	train
sparrow	starling	distributional	4.5	train
crow	tap	functional	1.1	dev
yacht	suite	functional	1.4	train
chair	demand	unrelated	1.3	train
falcon	range	unrelated	1.3	train
potato	salad	free_association	3.7	test
swan	goose	free_association	4.4	train
yacht	fees	unrelated	1.5	train
television	ideas	unrelated	1.7	test
ferry	flatboat	cohyponym	4.3	train
goose	image	unrelated	1.7	test
lemon	fruit	hypernym	4.3	train
bus	sack	visual	1.7	train
lemon	nectarine	visual	4.1	train
garlic	radish	visual	4.0	train
swan	fence	visual	1.1	train
freezer	washer/dryer	distributional	4.2	train
broccoli	safety	unrelated	1.0	train
hornet	spitfire	distributional	1.3	train
jacket	sweater	free_association	4.8	train
jacket	jumper	hyponym	4.6	train
sieve	colander	cohyponym	4.6	dev
dress	black	cohyponym	1.1	dev
chair	bottom	functional	1.5	train
cat	bachelor	cohyponym	1.5	test
coat	weeks	unrelated	1.0	train
bus	techniques	unrelated	1.1	train
cypress	death	unrelated	1.0	test
bus	support	unrelated	1.0	train
cranberry	raisin	visual	4.4	test
lemon	orange	free_association	4.4	train
trumpet	effects	unrelated	1.7	test
bag	organization	unrelated	1.2	test
shirt	nappy	cohyponym	1.7	test
castle	balance	unrelated	1.0	dev
swan	bird	free_association	4.6	train
beaver	rabbit	cohyponym	4.2	train
bag	third	hyponym	1.1	test
hornet	liberator	distributional	1.2	train
crow	internet	unrelated	1.5	dev
cypress	sycamore	distributional	4.5	test
toaster	turnip	visual	1.3	train
sieve	transfer	unrelated	1.1	dev
corn	barley	cohyponym	4.6	test
deer	chisel	visual	1.6	train
lemon	raisin	visual	3.6	train
cat	stimulant	hypernym	1.1	test
library	article	functional	1.6	test
television	magic	functional	1.3	test
castle	universe	functional	1.3	dev
potato	food	free_association	4.2	test
oven	album	unrelated	1.1	train
lizard	iguana	distributional	4.8	test
oven	brick	visual	1.5	train
cat	tiger	hyponym	3.9	test
sieve	beginning	unrelated	1.5	dev
cranberry	teachers	unrelated	1.2	test
scooter	scooters	distributional	4.5	test
flute	rocket	visual	1.5	test
television	stunt	functional	1.5	test
crow	last	functional	1.0	dev
truck	units	unrelated	1.2	dev
hornet	call	unrelated	1.1	train
lemon	cucumber	visual	4.2	train
alligator	olive	visual	1.2	test
bus	cab	free_association	4.5	train
cat	budgie	visual	4.1	test
bag	backpack	hyponym	4.6	test
deer	hares	distributional	4.4	train
television	abc	distributional	1.9	test
deer	computer	unrelated	1.0	train
jacket	garment	functional	4.1	train
trout	living	unrelated	1.5	test
falcon	bluejay	visual	4.4	train
jacket	ones	unrelated	1.5	train
television	rediffusion	cohyponym	1.7	test
dagger	grapheme	hypernym	1.7	test
corn	sloppiness	hypernym	1.3	test
